"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",24,10,,,
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Romanian Deadlift (Dumbbell)",,"",1,"normal",42,12,,,
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Romanian Deadlift (Dumbbell)",,"",2,"normal",42,6,,,
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Romanian Deadlift (Dumbbell)",,"",3,"normal",34,8,,,
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Pendulum Squat (Machine)",,"",0,"warmup",,6,,,
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Pendulum Squat (Machine)",,"",1,"warmup",20,3,,,
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Pendulum Squat (Machine)",,"",2,"normal",30,10,,,
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Pendulum Squat (Machine)",,"",3,"normal",25,8,,,
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Pendulum Squat (Machine)",,"",4,"normal",20,12,,,
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Lateral Raise (Dumbbell)",,"",0,"normal",8,12,,,
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Lateral Raise (Dumbbell)",,"",1,"normal",6,10,,,
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Seated Incline Curl (Dumbbell)",,"",0,"normal",8,10,,,
"Afternoon workout 💪","21 Aug 2024, 12:39","21 Aug 2024, 13:45","","Seated Incline Curl (Dumbbell)",,"",1,"normal",6,12,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Bench Press (Barbell)",,"",1,"warmup",60,5,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Bench Press (Barbell)",,"",2,"warmup",80,3,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Bench Press (Barbell)",,"",3,"warmup",90,1,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Bench Press (Barbell)",,"",4,"normal",100,4,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Bench Press (Barbell)",,"",5,"normal",90,3,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Bench Press (Barbell)",,"",6,"normal",80,10,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Dumbbell Row",,"",0,"warmup",20,10,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Dumbbell Row",,"",1,"warmup",20,10,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Dumbbell Row",,"",2,"normal",40,8,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Dumbbell Row",,"",3,"normal",40,8,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Dumbbell Row",,"",4,"normal",30,12,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Incline Chest Fly (Dumbbell)",,"",0,"normal",16,10,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Incline Chest Fly (Dumbbell)",,"",1,"normal",12,8,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Triceps Extension (Cable)",,"",0,"normal",7.9,8,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Triceps Extension (Cable)",,"",1,"normal",5.9,12,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Triceps Extension (Cable)",,"",2,"failure",5.9,13,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Triceps Extension (Cable)",,"",3,"failure",5.9,15,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Push Up",,"",0,"failure",,11,,,
"Afternoon workout 💪","19 Aug 2024, 13:19","19 Aug 2024, 14:32","","Push Up",,"",1,"failure",,8,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Squat (Barbell)",,"",0,"warmup",20,10,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Squat (Barbell)",,"",1,"warmup",60,5,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Squat (Barbell)",,"",2,"warmup",100,3,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Squat (Barbell)",,"",3,"warmup",120,1,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Squat (Barbell)",,"",4,"warmup",140,1,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Squat (Barbell)",,"",5,"normal",142.5,3,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Squat (Barbell)",,"",6,"normal",105,5,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Seated Leg Curl (Machine)",,"",0,"normal",39,10,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Seated Leg Curl (Machine)",,"",1,"normal",39,4,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Seated Leg Curl (Machine)",,"",2,"normal",32,10,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Seated Leg Curl (Machine)",,"",3,"normal",32,15,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Leg Extension (Machine)",,"",0,"normal",59,13,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Leg Extension (Machine)",,"",1,"normal",45,10,,,
"Afternoon workout 💪","16 Aug 2024, 14:11","16 Aug 2024, 15:06","","Leg Extension (Machine)",,"",2,"dropset",25,12,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Face Pull",,"",0,"warmup",12.5,20,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Face Pull",,"",1,"warmup",12.5,15,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Chin Up (Weighted)",,"",0,"warmup",,5,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Chin Up (Weighted)",,"",1,"warmup",10,3,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Chin Up (Weighted)",,"",2,"warmup",20,1,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Chin Up (Weighted)",,"",3,"normal",30,3,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Chin Up (Weighted)",,"",4,"normal",10,4,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Chin Up (Weighted)",,"",5,"normal",,5,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Incline Bench Press (Dumbbell)",,"",0,"warmup",20,8,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,9,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Incline Bench Press (Dumbbell)",,"",2,"normal",28,7,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Incline Bench Press (Dumbbell)",,"",3,"normal",24,8,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Iso-Lateral Low Row",,"",0,"normal",45,10,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Iso-Lateral Low Row",,"",1,"normal",40,8,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Iso-Lateral Low Row",,"",2,"normal",25,8,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Lateral Raise (Dumbbell)",,"",0,"normal",10,8,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Lateral Raise (Dumbbell)",,"",1,"normal",8,8,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Lateral Raise (Dumbbell)",,"",2,"dropset",4,10,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,8,,,
"Afternoon workout 💪","14 Aug 2024, 12:43","14 Aug 2024, 13:57","","Seated Incline Curl (Dumbbell)",,"",1,"normal",6,8,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Deadlift (Barbell)",,"",0,"warmup",60,5,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Deadlift (Barbell)",,"",1,"warmup",100,3,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Deadlift (Barbell)",,"",2,"warmup",140,1,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Deadlift (Barbell)",,"",3,"warmup",160,1,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Deadlift (Barbell)",,"",4,"normal",180,1,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Straight Leg Deadlift",,"",0,"normal",100,5,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Pendulum Squat (Machine)",,"",0,"warmup",,5,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Pendulum Squat (Machine)",,"",1,"normal",30,8,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Pendulum Squat (Machine)",,"",2,"normal",25,9,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Pendulum Squat (Machine)",,"",3,"normal",20,10,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Pendulum Squat (Machine)",,"",4,"failure",10,10,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Seated Calf Raise",,"",0,"normal",45,8,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Seated Calf Raise",,"",1,"normal",40,11,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Seated Calf Raise",,"",2,"normal",30,12,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Lateral Raise (Machine)",,"",0,"normal",41,12,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Lateral Raise (Machine)",,"",1,"normal",36,12,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Preacher Curl (Machine)",,"",0,"normal",50,10,,,
"Afternoon workout 💪","12 Aug 2024, 13:41","12 Aug 2024, 15:03","","Preacher Curl (Machine)",,"",1,"normal",45,10,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Bench Press (Barbell)",,"",1,"warmup",60,5,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Bench Press (Barbell)",,"",2,"warmup",80,3,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Bench Press (Barbell)",,"",3,"warmup",90,1,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Bench Press (Barbell)",,"",4,"warmup",100,1,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Bench Press (Barbell)",,"",5,"normal",105,1,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Dumbbell Row",,"",0,"warmup",22,10,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Dumbbell Row",,"",1,"warmup",22,10,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Dumbbell Row",,"",2,"normal",34,11,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Dumbbell Row",,"",3,"normal",34,12,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Dumbbell Row",,"",4,"normal",32,10,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Dumbbell Row",,"",5,"normal",32,10,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Shoulder Press (Dumbbell)",,"",0,"normal",34,5,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Shoulder Press (Dumbbell)",,"",1,"normal",24,8,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Triceps Extension (Cable)",,"",0,"normal",7.9,8,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Triceps Extension (Cable)",,"",1,"normal",7.9,8,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Triceps Extension (Cable)",,"",2,"normal",5.9,8,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Triceps Extension (Cable)",,"",3,"dropset",5.9,5,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Triceps Extension (Cable)",,"",4,"dropset",5.9,5,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Triceps Dip",,"",0,"normal",,5,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Triceps Dip",,"",1,"normal",,5,,,
"Morning workout ☀️","10 Aug 2024, 10:54","10 Aug 2024, 12:27","","Triceps Dip",,"",2,"normal",,5,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Squat (Barbell)",,"",0,"warmup",20,10,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Squat (Barbell)",,"",1,"warmup",60,5,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Squat (Barbell)",,"",2,"warmup",100,3,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Squat (Barbell)",,"",3,"warmup",120,1,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Squat (Barbell)",,"",4,"normal",140,3,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Pause Squat (Barbell)",,"",0,"normal",100,5,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Pause Squat (Barbell)",,"",1,"normal",100,5,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Seated Leg Curl (Machine)",,"",0,"warmup",25,5,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Seated Leg Curl (Machine)",,"",1,"failure",32,17,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Seated Leg Curl (Machine)",,"",2,"failure",39,15,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Calf Press (Machine)",,"",0,"failure",66,12,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Calf Press (Machine)",,"",1,"failure",59,16,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Leg Extension (Machine)",,"",0,"failure",59,12,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Leg Extension (Machine)",,"",1,"failure",52,15,,,
"Morning workout ☀️","6 Aug 2024, 11:41","6 Aug 2024, 12:44","","Leg Extension (Machine)",,"",2,"dropset",39,6,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Ring Dips",,"",0,"normal",,7,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Ring Dips",,"",1,"normal",,5,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Ring Dips",,"",2,"normal",,4,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Single Arm Lat Pulldown",,"",0,"normal",27,10,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Single Arm Lat Pulldown",,"",1,"normal",27,10,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Single Arm Lat Pulldown",,"",2,"normal",27,8,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Single Arm Lat Pulldown",,"",3,"normal",27,8,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Single Arm Lateral Raise (Cable)",,"",0,"normal",7.5,8,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Single Arm Lateral Raise (Cable)",,"",1,"normal",7.5,8,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Single Arm Lateral Raise (Cable)",,"",2,"normal",5,10,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Single Arm Lateral Raise (Cable)",,"",3,"normal",5,10,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Triceps Pushdown",,"",0,"failure",25,10,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Triceps Pushdown",,"",1,"normal",20,13,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Bicep Curl (Cable)",,"",0,"failure",25,9,,,
"Evening workout 🏋️","29 Jul 2024, 20:17","29 Jul 2024, 21:34","","Bicep Curl (Cable)",,"",1,"normal",20,12,,,
"Afternoon workout 💪","15 Jul 2024, 13:02","15 Jul 2024, 14:00","","Face Pull",,"",0,"normal",23,15,,,
"Afternoon workout 💪","15 Jul 2024, 13:02","15 Jul 2024, 14:00","","Face Pull",,"",1,"normal",23,13,,,
"Afternoon workout 💪","15 Jul 2024, 13:02","15 Jul 2024, 14:00","","Pull Up (Weighted)",,"",0,"normal",20,5,,,
"Afternoon workout 💪","15 Jul 2024, 13:02","15 Jul 2024, 14:00","","Pull Up (Weighted)",,"",1,"normal",10,5,,,
"Afternoon workout 💪","15 Jul 2024, 13:02","15 Jul 2024, 14:00","","Pull Up (Weighted)",,"",2,"normal",,6,,,
"Afternoon workout 💪","15 Jul 2024, 13:02","15 Jul 2024, 14:00","","Single Arm Lateral Raise (Cable)",,"",0,"normal",7.5,8,,,
"Afternoon workout 💪","15 Jul 2024, 13:02","15 Jul 2024, 14:00","","Single Arm Lateral Raise (Cable)",,"",1,"normal",7.5,5,,,
"Afternoon workout 💪","15 Jul 2024, 13:02","15 Jul 2024, 14:00","","Single Arm Lateral Raise (Cable)",,"",2,"normal",4,12,,,
"Afternoon workout 💪","15 Jul 2024, 13:02","15 Jul 2024, 14:00","","Bicep Curl (Cable)",,"",0,"normal",26,10,,,
"Afternoon workout 💪","15 Jul 2024, 13:02","15 Jul 2024, 14:00","","Bicep Curl (Cable)",,"",1,"normal",20,12,,,
"Afternoon workout 💪","15 Jul 2024, 13:02","15 Jul 2024, 14:00","","Hammer Curl (Cable)",,"",0,"normal",20,12,,,
"Afternoon workout 💪","15 Jul 2024, 13:02","15 Jul 2024, 14:00","","Hammer Curl (Cable)",,"",1,"normal",16,10,,,
"Morning workout ☀️","12 Jul 2024, 12:11","12 Jul 2024, 12:42","","Ring Dips",,"",0,"normal",,6,,,
"Morning workout ☀️","12 Jul 2024, 12:11","12 Jul 2024, 12:42","","Ring Dips",,"",1,"normal",,4,,,
"Morning workout ☀️","12 Jul 2024, 12:11","12 Jul 2024, 12:42","","Ring Dips",,"",2,"normal",,4,,,
"Morning workout ☀️","12 Jul 2024, 12:11","12 Jul 2024, 12:42","","Single Arm Lat Pulldown",,"",0,"normal",25,10,,,
"Morning workout ☀️","12 Jul 2024, 12:11","12 Jul 2024, 12:42","","Single Arm Lat Pulldown",,"",1,"normal",25,10,,,
"Morning workout ☀️","12 Jul 2024, 12:11","12 Jul 2024, 12:42","","Single Arm Lat Pulldown",,"",2,"normal",20,10,,,
"Morning workout ☀️","12 Jul 2024, 12:11","12 Jul 2024, 12:42","","Single Arm Lat Pulldown",,"",3,"normal",20,8,,,
"Morning workout ☀️","12 Jul 2024, 12:11","12 Jul 2024, 12:42","","Single Arm Lateral Raise (Cable)",,"",0,"normal",8,5,,,
"Morning workout ☀️","12 Jul 2024, 12:11","12 Jul 2024, 12:42","","Single Arm Lateral Raise (Cable)",,"",1,"normal",8,4,,,
"Morning workout ☀️","12 Jul 2024, 12:11","12 Jul 2024, 12:42","","Single Arm Lateral Raise (Cable)",,"",2,"normal",5,6,,,
"Morning workout ☀️","12 Jul 2024, 12:11","12 Jul 2024, 12:42","","Single Arm Lateral Raise (Cable)",,"",3,"normal",5,6,,,
"Morning workout ☀️","12 Jul 2024, 12:11","12 Jul 2024, 12:42","","Triceps Rope Pushdown",,"",0,"failure",15,10,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Cable Pull Through",,"",0,"warmup",20,8,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Cable Pull Through",,"",1,"normal",30,16,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Cable Pull Through",,"",2,"normal",30,15,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Cable Pull Through",,"",3,"normal",20,15,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Bulgarian Split Squat",,"",0,"warmup",,10,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Bulgarian Split Squat",,"",1,"warmup",,10,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Bulgarian Split Squat",,"",2,"normal",30,8,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Bulgarian Split Squat",,"",3,"normal",30,9,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Bulgarian Split Squat",,"",4,"normal",25,10,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Bulgarian Split Squat",,"",5,"normal",25,12,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Single Leg Romanian Deadlift (Dumbbell)",,"",0,"normal",30,5,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Single Leg Romanian Deadlift (Dumbbell)",,"",1,"normal",30,5,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Hanging Knee Raise",,"",0,"normal",,13,,,
"Morning workout ☀️","5 Jul 2024, 12:03","5 Jul 2024, 12:56","","Hanging Knee Raise",,"",1,"normal",,12,,,
"Afternoon workout 💪","28 Jun 2024, 12:31","28 Jun 2024, 13:00","","Single Arm Lat Pulldown",,"",0,"normal",30,10,,,
"Afternoon workout 💪","28 Jun 2024, 12:31","28 Jun 2024, 13:00","","Single Arm Lat Pulldown",,"",1,"normal",20,12,,,
"Afternoon workout 💪","28 Jun 2024, 12:31","28 Jun 2024, 13:00","","Single Arm Cable Crossover",,"",0,"normal",13,12,,,
"Afternoon workout 💪","28 Jun 2024, 12:31","28 Jun 2024, 13:00","","Single Arm Cable Crossover",,"",1,"normal",13,12,,,
"Afternoon workout 💪","28 Jun 2024, 12:31","28 Jun 2024, 13:00","","Face Pull",,"",0,"normal",23,12,,,
"Afternoon workout 💪","28 Jun 2024, 12:31","28 Jun 2024, 13:00","","Face Pull",,"",1,"normal",20,12,,,
"Afternoon workout 💪","28 Jun 2024, 12:31","28 Jun 2024, 13:00","","Hammer Curl (Cable)",,"",0,"normal",23,12,,,
"Afternoon workout 💪","28 Jun 2024, 12:31","28 Jun 2024, 13:00","","Hammer Curl (Cable)",,"",1,"normal",20,10,,,
"Evening workout 🏋️","26 Jun 2024, 19:22","26 Jun 2024, 20:16","","Single Arm Lat Pulldown",,"",0,"normal",20,13,,,
"Evening workout 🏋️","26 Jun 2024, 19:22","26 Jun 2024, 20:16","","Single Arm Lat Pulldown",,"",1,"normal",20,11,,,
"Evening workout 🏋️","26 Jun 2024, 19:22","26 Jun 2024, 20:16","","Single Arm Lateral Raise (Cable)",,"",0,"normal",5,12,,,
"Evening workout 🏋️","26 Jun 2024, 19:22","26 Jun 2024, 20:16","","Single Arm Lateral Raise (Cable)",,"",1,"normal",3,15,,,
"Evening workout 🏋️","26 Jun 2024, 19:22","26 Jun 2024, 20:16","","Triceps Rope Pushdown",,"",0,"normal",20,12,,,
"Evening workout 🏋️","26 Jun 2024, 19:22","26 Jun 2024, 20:16","","Triceps Rope Pushdown",,"",1,"normal",15,12,,,
"Evening workout 🏋️","26 Jun 2024, 19:22","26 Jun 2024, 20:16","","Bicep Curl (Cable)",,"",0,"failure",20,15,,,
"Evening workout 🏋️","26 Jun 2024, 19:22","26 Jun 2024, 20:16","","Bicep Curl (Cable)",,"",1,"failure",20,12,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Bench Press (Barbell)",,"",1,"warmup",60,5,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Bench Press (Barbell)",,"",2,"warmup",80,3,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Bench Press (Barbell)",,"",3,"warmup",90,1,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Bench Press (Barbell)",,"",4,"normal",100,4,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Bench Press (Barbell)",,"",5,"normal",80,11,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Seated Calf Raise",,"",0,"normal",40,13,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Seated Calf Raise",,"",1,"normal",30,12,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Triceps Dip",,"",0,"normal",,10,,,
