"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Triceps Dip",,"",1,"normal",,6,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Triceps Dip",,"",2,"normal",,3,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Preacher Curl (Machine)",,"",0,"failure",64,8,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Preacher Curl (Machine)",,"",1,"failure",50,6,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Lateral Raise (Machine)",,"",0,"failure",36,12,,,
"Afternoon workout 💪","23 Jun 2024, 12:19","23 Jun 2024, 13:25","","Lateral Raise (Machine)",,"",1,"failure",27,10,,,
"Morning workout ☀️","21 Jun 2024, 10:13","21 Jun 2024, 10:55","","Pendulum Squat (Machine)",,"",0,"warmup",,10,,,
"Morning workout ☀️","21 Jun 2024, 10:13","21 Jun 2024, 10:55","","Pendulum Squat (Machine)",,"",1,"normal",25,12,,,
"Morning workout ☀️","21 Jun 2024, 10:13","21 Jun 2024, 10:55","","Pendulum Squat (Machine)",,"",2,"normal",20,12,,,
"Morning workout ☀️","21 Jun 2024, 10:13","21 Jun 2024, 10:55","","Incline Bench Press (Dumbbell)",,"",0,"warmup",18,20,,,
"Morning workout ☀️","21 Jun 2024, 10:13","21 Jun 2024, 10:55","","Incline Bench Press (Dumbbell)",,"",1,"normal",28,10,,,
"Morning workout ☀️","21 Jun 2024, 10:13","21 Jun 2024, 10:55","","Incline Bench Press (Dumbbell)",,"",2,"normal",28,7,,,
"Morning workout ☀️","21 Jun 2024, 10:13","21 Jun 2024, 10:55","","Iso-Lateral Low Row",,"",0,"normal",40,13,,,
"Morning workout ☀️","21 Jun 2024, 10:13","21 Jun 2024, 10:55","","Iso-Lateral Low Row",,"",1,"normal",25,13,,,
"Morning workout ☀️","21 Jun 2024, 10:13","21 Jun 2024, 10:55","","Triceps Extension (Cable)",,"",0,"failure",17,12,,,
"Morning workout ☀️","21 Jun 2024, 10:13","21 Jun 2024, 10:55","","Triceps Extension (Cable)",,"",1,"failure",14.78,12,,,
"Morning workout ☀️","21 Jun 2024, 10:13","21 Jun 2024, 10:55","","Lateral Raise (Dumbbell)",,"",0,"normal",10,8,,,
"Morning workout ☀️","21 Jun 2024, 10:13","21 Jun 2024, 10:55","","Lateral Raise (Dumbbell)",,"",1,"normal",6,12,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Bench Press (Barbell)",,"",1,"warmup",60,5,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Bench Press (Barbell)",,"",2,"warmup",80,3,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Bench Press (Barbell)",,"",3,"warmup",90,1,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Bench Press (Barbell)",,"",4,"normal",95,4,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Bench Press (Barbell)",,"",5,"normal",87.5,4,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Bench Press (Barbell)",,"",6,"normal",77.5,6,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",28,10,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Romanian Deadlift (Dumbbell)",,"",1,"normal",42,12,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Romanian Deadlift (Dumbbell)",,"",2,"normal",42,12,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Triceps Dip",,"",0,"normal",,10,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Triceps Dip",,"",1,"normal",,7,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Triceps Dip",,"",2,"normal",,5,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Lateral Raise (Dumbbell)",,"",0,"normal",10,9,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Lateral Raise (Dumbbell)",,"",1,"normal",6,12,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Pendulum Squat (Machine)",,"",0,"warmup",,8,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Pendulum Squat (Machine)",,"",1,"normal",25,10,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Pendulum Squat (Machine)",,"",2,"normal",20,12,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Bicep Curl (Dumbbell)",,"",0,"normal",16,14,,,
"Afternoon workout 💪","11 Jun 2024, 16:47","11 Jun 2024, 18:09","","Bicep Curl (Dumbbell)",,"",1,"normal",14,12,,,
"Morning workout ☀️","7 Jun 2024, 12:17","7 Jun 2024, 12:51","","Pull Up",,"",0,"normal",,10,,,
"Morning workout ☀️","7 Jun 2024, 12:17","7 Jun 2024, 12:51","","Pull Up",,"",1,"normal",,8,,,
"Morning workout ☀️","7 Jun 2024, 12:17","7 Jun 2024, 12:51","","Pull Up",,"",2,"normal",,6,,,
"Morning workout ☀️","7 Jun 2024, 12:17","7 Jun 2024, 12:51","","Ring Dips",,"",0,"normal",,7,,,
"Morning workout ☀️","7 Jun 2024, 12:17","7 Jun 2024, 12:51","","Ring Dips",,"",1,"normal",,4,,,
"Morning workout ☀️","7 Jun 2024, 12:17","7 Jun 2024, 12:51","","Ring Dips",,"",2,"normal",,4,,,
"Morning workout ☀️","7 Jun 2024, 12:17","7 Jun 2024, 12:51","","Ring Curl",,"",0,"normal",,10,,,
"Morning workout ☀️","7 Jun 2024, 12:17","7 Jun 2024, 12:51","","Ring Curl",,"",1,"normal",,7,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Squat (Barbell)",,"",0,"warmup",20,10,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Squat (Barbell)",,"",1,"warmup",60,5,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Squat (Barbell)",,"",2,"warmup",100,3,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Squat (Barbell)",,"",3,"warmup",120,1,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Squat (Barbell)",,"",4,"warmup",130,1,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Squat (Barbell)",,"",5,"normal",140,3,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Squat (Barbell)",,"",6,"normal",105,4,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Squat (Barbell)",,"",7,"normal",100,3,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Incline Bench Press (Dumbbell)",,"",0,"warmup",26,8,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Incline Bench Press (Dumbbell)",,"",1,"normal",32,9,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Incline Bench Press (Dumbbell)",,"",2,"normal",26,10,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Dumbbell Row",,"",0,"normal",38,9,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Dumbbell Row",,"",1,"normal",38,8,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Face Pull",,"",0,"normal",23.6,12,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Face Pull",,"",1,"normal",19.3,13,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Triceps Extension (Cable)",,"",0,"normal",14.7,18,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Triceps Extension (Cable)",,"",1,"normal",14.7,12,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10.2,7,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Single Arm Lateral Raise (Cable)",,"",1,"normal",7.9,10,,,
"Afternoon workout 💪","4 Jun 2024, 13:12","4 Jun 2024, 14:37","","Single Arm Lateral Raise (Cable)",,"",2,"dropset",3.4,13,,,
"Afternoon workout 💪","30 May 2024, 17:05","30 May 2024, 17:58","","Pull Up (Weighted)",,"",0,"warmup",,5,,,
"Afternoon workout 💪","30 May 2024, 17:05","30 May 2024, 17:58","","Pull Up (Weighted)",,"",1,"normal",18.5,6,,,
"Afternoon workout 💪","30 May 2024, 17:05","30 May 2024, 17:58","","Pull Up (Weighted)",,"",2,"normal",12,5,,,
"Afternoon workout 💪","30 May 2024, 17:05","30 May 2024, 17:58","","Pull Up (Weighted)",,"",3,"normal",,7,,,
"Afternoon workout 💪","30 May 2024, 17:05","30 May 2024, 17:58","","Ring Dips",,"",0,"normal",,5,,,
"Afternoon workout 💪","30 May 2024, 17:05","30 May 2024, 17:58","","Ring Dips",,"",1,"normal",,4,,,
"Afternoon workout 💪","30 May 2024, 17:05","30 May 2024, 17:58","","Ring Dips",,"",2,"normal",,4,,,
"Afternoon workout 💪","30 May 2024, 17:05","30 May 2024, 17:58","","Ring Curl",,"",0,"normal",,10,,,
"Afternoon workout 💪","30 May 2024, 17:05","30 May 2024, 17:58","","Ring Curl",,"",1,"normal",,7,,,
"Afternoon workout 💪","30 May 2024, 17:05","30 May 2024, 17:58","","Ring Push Up",,"",0,"normal",,9,,,
"Afternoon workout 💪","30 May 2024, 17:05","30 May 2024, 17:58","","Ring Push Up",,"",1,"normal",,7,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Bench Press (Barbell)",,"",1,"warmup",60,5,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Bench Press (Barbell)",,"",2,"warmup",80,3,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Bench Press (Barbell)",,"",3,"normal",95,4,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Bench Press (Barbell)",,"",4,"normal",85,5,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Bench Press (Barbell)",,"",5,"normal",75,9,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",28,10,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Romanian Deadlift (Dumbbell)",,"",1,"normal",40,12,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Romanian Deadlift (Dumbbell)",,"",2,"normal",40,12,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Triceps Dip",,"",0,"normal",,10,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Triceps Dip",,"",1,"normal",,7,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Triceps Dip",,"",2,"normal",,5,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Pendulum Squat (Machine)",,"",0,"warmup",,8,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Pendulum Squat (Machine)",,"",1,"normal",25,8,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Pendulum Squat (Machine)",,"",2,"normal",15,13,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Lateral Raise (Dumbbell)",,"",0,"normal",10,9,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Lateral Raise (Dumbbell)",,"",1,"normal",8,10,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Seated Incline Curl (Dumbbell)",,"",0,"normal",12,10,,,
"Afternoon workout 💪","23 May 2024, 13:25","23 May 2024, 14:48","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,10,,,
"Afternoon workout 💪","21 May 2024, 14:13","21 May 2024, 15:33","","Pull Up (Weighted)",,"",0,"warmup",,5,,,
"Afternoon workout 💪","21 May 2024, 14:13","21 May 2024, 15:33","","Pull Up (Weighted)",,"",1,"normal",18.5,7,,,
"Afternoon workout 💪","21 May 2024, 14:13","21 May 2024, 15:33","","Pull Up (Weighted)",,"",2,"normal",12,5,,,
"Afternoon workout 💪","21 May 2024, 14:13","21 May 2024, 15:33","","Pull Up (Weighted)",,"",3,"normal",,6,,,
"Afternoon workout 💪","21 May 2024, 14:13","21 May 2024, 15:33","","Ring Dips",,"",0,"normal",,5,,,
"Afternoon workout 💪","21 May 2024, 14:13","21 May 2024, 15:33","","Ring Dips",,"",1,"normal",,4,,,
"Afternoon workout 💪","21 May 2024, 14:13","21 May 2024, 15:33","","Ring Dips",,"",2,"normal",,3,,,
"Afternoon workout 💪","21 May 2024, 14:13","21 May 2024, 15:33","","Ring Curl",,"",0,"normal",,10,,,
"Afternoon workout 💪","21 May 2024, 14:13","21 May 2024, 15:33","","Ring Curl",,"",1,"normal",,6,,,
"Afternoon workout 💪","21 May 2024, 14:13","21 May 2024, 15:33","","Ring Push Up",,"",0,"normal",,8,,,
"Afternoon workout 💪","21 May 2024, 14:13","21 May 2024, 15:33","","Ring Push Up",,"",1,"normal",,7,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Squat (Barbell)",,"",0,"warmup",20,10,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Squat (Barbell)",,"",1,"warmup",60,5,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Squat (Barbell)",,"",2,"warmup",100,3,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Squat (Barbell)",,"",3,"warmup",120,1,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Squat (Barbell)",,"",4,"normal",130,1,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Squat (Barbell)",,"",5,"normal",140,1,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Squat (Barbell)",,"",6,"normal",145,1,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Squat (Barbell)",,"",7,"normal",100,5,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Incline Bench Press (Dumbbell)",,"",0,"warmup",24,10,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Incline Bench Press (Dumbbell)",,"",1,"normal",32,7,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Incline Bench Press (Dumbbell)",,"",2,"normal",24,8,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Incline Bench Press (Dumbbell)",,"",3,"normal",24,7,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Bent Over Row (Barbell)",,"",0,"warmup",60,5,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Bent Over Row (Barbell)",,"",1,"normal",80,6,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Bent Over Row (Barbell)",,"",2,"normal",60,8,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Face Pull",,"",0,"normal",23.6,11,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Face Pull",,"",1,"normal",21.6,10,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Triceps Extension (Cable)",,"",0,"normal",17,11,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Triceps Extension (Cable)",,"",1,"normal",17,8,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Triceps Extension (Cable)",,"",2,"dropset",12.5,10,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Single Arm Lateral Raise (Cable)",,"",0,"normal",10,7,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Single Arm Lateral Raise (Cable)",,"",1,"normal",7.9,10,,,
"Morning workout ☀️","17 May 2024, 10:39","17 May 2024, 12:12","","Single Arm Lateral Raise (Cable)",,"",2,"dropset",3.4,15,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Bench Press (Barbell)",,"",0,"warmup",20,20,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Bench Press (Barbell)",,"",1,"warmup",60,5,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Bench Press (Barbell)",,"",2,"warmup",80,3,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Bench Press (Barbell)",,"",3,"normal",95,4,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Bench Press (Barbell)",,"",4,"normal",85,4,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Bench Press (Barbell)",,"",5,"normal",70,8,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Romanian Deadlift (Dumbbell)",,"",0,"warmup",26,8,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Romanian Deadlift (Dumbbell)",,"",1,"normal",42,6,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Romanian Deadlift (Dumbbell)",,"",2,"normal",42,6,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Romanian Deadlift (Dumbbell)",,"",3,"normal",42,12,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Romanian Deadlift (Dumbbell)",,"",4,"normal",42,6,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Triceps Dip",,"",0,"normal",,9,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Triceps Dip",,"",1,"normal",,6,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Triceps Dip",,"",2,"normal",,7,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Pendulum Squat (Machine)",,"",0,"warmup",,8,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Pendulum Squat (Machine)",,"",1,"normal",20,10,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Pendulum Squat (Machine)",,"",2,"normal",10,15,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Lateral Raise (Dumbbell)",,"",0,"normal",10,10,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Lateral Raise (Dumbbell)",,"",1,"normal",10,9,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Seated Incline Curl (Dumbbell)",,"",0,"normal",14,9,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,8,,,
"Afternoon workout 💪","14 May 2024, 13:18","14 May 2024, 14:46","","Seated Calf Raise",,"",0,"failure",20,17,,,
"Afternoon workout 💪","10 May 2024, 13:10","10 May 2024, 14:20","","Pull Up (Weighted)",,"",0,"warmup",,5,,,
"Afternoon workout 💪","10 May 2024, 13:10","10 May 2024, 14:20","","Pull Up (Weighted)",,"",1,"normal",18.5,6,,,
"Afternoon workout 💪","10 May 2024, 13:10","10 May 2024, 14:20","","Pull Up (Weighted)",,"",2,"normal",12,5,,,
"Afternoon workout 💪","10 May 2024, 13:10","10 May 2024, 14:20","","Pull Up (Weighted)",,"",3,"failure",,6,,,
"Afternoon workout 💪","10 May 2024, 13:10","10 May 2024, 14:20","","Ring Dips",,"",0,"normal",,5,,,
"Afternoon workout 💪","10 May 2024, 13:10","10 May 2024, 14:20","","Ring Dips",,"",1,"normal",,4,,,
"Afternoon workout 💪","10 May 2024, 13:10","10 May 2024, 14:20","","Ring Dips",,"",2,"normal",,4,,,
"Afternoon workout 💪","10 May 2024, 13:10","10 May 2024, 14:20","","Bicep Curl (Barbell)",,"",0,"normal",39,6,,,
"Afternoon workout 💪","10 May 2024, 13:10","10 May 2024, 14:20","","Bicep Curl (Barbell)",,"",1,"normal",39,4,,,
"Afternoon workout 💪","10 May 2024, 13:10","10 May 2024, 14:20","","Bicep Curl (Barbell)",,"",2,"normal",29,6,,,
"Afternoon workout 💪","10 May 2024, 13:10","10 May 2024, 14:20","","Ring Push Up",,"",0,"normal",,10,,,
"Afternoon workout 💪","10 May 2024, 13:10","10 May 2024, 14:20","","Ring Push Up",,"",1,"normal",,6,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Pendulum Squat (Machine)",,"",0,"warmup",,10,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Pendulum Squat (Machine)",,"",1,"warmup",40,3,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Pendulum Squat (Machine)",,"",2,"normal",30,5,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Pendulum Squat (Machine)",,"",3,"normal",10,10,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Pendulum Squat (Machine)",,"",4,"failure",,9,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Incline Bench Press (Dumbbell)",,"",0,"warmup",20,10,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,9,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Incline Bench Press (Dumbbell)",,"",2,"normal",24,9,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","T Bar Row",,"",0,"normal",40,8,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","T Bar Row",,"",1,"normal",30,8,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Face Pull",,"",0,"normal",21.6,12,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Face Pull",,"",1,"normal",19.3,12,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Triceps Extension (Cable)",,"",0,"normal",14.7,15,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Triceps Extension (Cable)",,"",1,"normal",12.5,12,,,
"Afternoon workout 💪","8 May 2024, 14:08","8 May 2024, 15:05","","Single Arm Lateral Raise (Cable)",,"",0,"normal",7.9,15,,,
"Morning workout ☀️","6 May 2024, 12:01","6 May 2024, 12:46","","Pull Up (Weighted)",,"",0,"warmup",,3,,,
"Morning workout ☀️","6 May 2024, 12:01","6 May 2024, 12:46","","Pull Up (Weighted)",,"",1,"warmup",,3,,,
"Morning workout ☀️","6 May 2024, 12:01","6 May 2024, 12:46","","Pull Up (Weighted)",,"",2,"normal",18.5,5,,,
"Morning workout ☀️","6 May 2024, 12:01","6 May 2024, 12:46","","Pull Up (Weighted)",,"",3,"normal",12,4,,,
"Morning workout ☀️","6 May 2024, 12:01","6 May 2024, 12:46","","Pull Up (Weighted)",,"",4,"normal",,8,,,
"Morning workout ☀️","6 May 2024, 12:01","6 May 2024, 12:46","","Ring Dips",,"",0,"normal",,4,,,
"Morning workout ☀️","6 May 2024, 12:01","6 May 2024, 12:46","","Ring Dips",,"",1,"normal",,3,,,
"Morning workout ☀️","6 May 2024, 12:01","6 May 2024, 12:46","","Ring Dips",,"",2,"normal",,3,,,
"Morning workout ☀️","6 May 2024, 12:01","6 May 2024, 12:46","","Bicep Curl (Barbell)",,"",0,"normal",39,5,,,
